obj,test_mse,test_rmse,train_mse,train_rmse
0.7462096214294434,0.06935612112283707,0.2633555033084311,0.06855452060699463,0.26182918211497097
0.7478609681129456,0.06947660446166992,0.26358415062683477,0.06852702796459198,0.2617766757459342
